Task lang,Aux lang,Accuracy,Rank,Accuracy level,Overlap word-level,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,Transfer lang TTR,Target lang TTR,Transfer target TTR distance,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHIC
th,tr,0.1667,22,39,0.0010323468685478,5635,1000,5.635,0.5061541783632045,0.9207858048162232,0.202771829558103,1.0,0.6333,0.5883,0.535,0.5308,0.2013
th,zh,0.2024,8,53,0.0003441156228492,4997,1000,4.997,0.9869043288468534,0.9207858048162232,0.0051561918678572,0.879,0.6187,0.6253,0.4246,0.6128,0.1219
th,ur,0.1282,36,25,0.0302821748107364,5130,1000,5.13,0.1056406117958751,0.9207858048162232,0.7837051718636135,1.0,0.6744,0.5742,0.2468,0.384,0.1439
th,cu,0.1513,29,32,0.0,6337,1000,6.337,0.1959524016329366,0.9207858048162232,0.6196681396833749,1.0,0.6812,0.5866,0.3021,0.4165,0.3457
th,sv,0.162,23,38,0.022367515485203,6026,1000,6.026,0.2404336943809909,0.9207858048162232,0.5459466956269889,1.0,0.6842,0.5832,0.3931,0.396,0.3382
th,da,0.0312,54,7,0.0227116311080523,5512,1000,5.512,0.2897915761056075,0.9207858048162232,0.4696058985210846,1.0,0.6693,0.6008,0.535,0.4889,0.1136
th,id,0.0974,39,22,0.040949759119064,5593,1000,5.593,0.2927781145801758,0.9207858048162232,0.4651710654731187,1.0,0.6952,0.6176,0.4034,0.4682,0.2951
th,uk,0.0234,58,3,0.0264969029593943,5873,1000,5.873,0.4399821508255243,0.9207858048162232,0.2726580272966916,1.0,0.7173,0.6239,0.4034,0.5148,0.3327
th,fa,0.1546,27,34,0.0,5997,1000,5.997,0.15688157524207,0.9207858048162232,0.6882727865199669,1.0,0.7026,0.6262,0.4034,0.5187,0.262
th,he,0.1798,15,46,0.019958706125258,6216,1000,6.216,0.4067013046511386,0.9207858048162232,0.311710756397505,1.0,0.6166,0.5331,0.3445,0.4589,0.0223
th,eu,0.2323,5,56,0.0192704748795595,8993,1000,8.993,0.3519527880166261,0.9207858048162232,0.3816386593925079,1.0,0.5582,0.5281,0.439,0.448,0.1718
th,lv,0.0339,52,9,0.0158293186510667,7703,1000,7.703,0.37546297265061,0.9207858048162232,0.3507439045387122,1.0,0.7134,0.6296,0.4034,0.4772,0.0874
th,sl,0.0532,49,12,0.0251204404679972,8000,1000,8.0,0.3676498731122853,0.9207858048162232,0.360866453464195,1.0,0.6498,0.5769,0.4513,0.4643,0.3074
th,hr,0.1868,11,50,0.0240880935994494,8889,1000,8.889,0.2981575694863614,0.9207858048162232,0.4572359739456759,1.0,0.7467,0.629,0.4078,0.4935,0.2831
th,ro,0.0539,48,13,0.0364762560220234,9524,1000,9.524,0.2570438554726763,0.9207858048162232,0.5196145483589127,1.0,0.6961,0.6418,0.554,0.544,0.2324
th,sk,0.0398,50,11,0.0213351686166551,10604,1000,10.604,0.4130087201061381,0.9207858048162232,0.3041087841468121,1.0,0.5441,0.512,0.359,0.4938,0.1205
th,bg,0.143,32,29,0.0299380591878871,11138,1000,11.138,0.2891950325041875,0.9207858048162232,0.4704942515485178,1.0,0.6109,0.5446,0.4744,0.4421,0.0736
th,pt,0.1761,17,44,0.0371644872677219,12078,1000,12.078,0.1985895453616555,0.9207858048162232,0.6151672952409939,0.9896,0.6142,0.6278,0.6502,0.6476,0.3552
th,nl,0.0311,55,6,0.0326909841706813,13583,1000,13.583,0.2163749886307094,0.9207858048162232,0.5852410771574443,1.0,0.7323,0.7119,0.5859,0.6792,0.3089
th,en,0.0843,43,18,0.0320027529249827,16622,1000,16.622,0.1746279711803919,0.9207858048162232,0.6566654621784946,1.0,0.5389,0.5353,0.554,0.4682,0.1514
th,it,0.0291,56,5,0.0361321403991741,14167,1000,14.167,0.2090539911907565,0.9207858048162232,0.5974692064091637,1.0,0.6309,0.5905,0.6123,0.5552,0.2853
th,ca,0.1585,26,35,0.0375086028905712,16678,1000,16.678,0.1431069684669108,0.9207858048162232,0.713318240603505,1.0,0.7303,0.6423,0.5348,0.4901,0.2926
th,hi,0.0891,41,20,0.0216792842395044,16647,1000,16.647,0.072831563624156,0.9207858048162232,0.848061997724845,1.0,0.6705,0.639,0.6123,0.6216,0.3125
th,pl,0.2006,9,52,0.0203028217481073,17246,1000,17.246,0.4049278834815912,0.9207858048162232,0.313865063453387,1.0,0.7073,0.6243,0.5207,0.4664,0.3335
th,de,0.0827,44,17,0.0540261527873365,15590,1000,15.59,0.2724193133980275,0.9207858048162232,0.4958198306079207,1.0,0.6196,0.5291,0.5096,0.3638,0.2641
th,fro,0.1615,24,37,0.0006882312456985,17678,1000,17.678,0.0937745835963677,0.9207858048162232,0.8066879574943541,1.0,0.6529,0.6113,0.6019,0.5613,0.3197
th,es,0.1845,14,47,0.0354439091534755,17680,1000,17.68,0.1474296839146102,0.9207858048162232,0.7054103436166448,1.0,0.7368,0.6721,0.572,0.5225,0.1203
th,fr,0.0549,47,14,0.0464556090846524,16448,1000,16.448,0.2057620460579268,0.9207858048162232,0.6030088896789312,1.0,0.7023,0.617,0.5253,0.4804,0.3381
th,fi,0.1288,35,26,0.0251204404679972,18723,1000,18.723,0.3189427368077481,0.9207858048162232,0.4272177560611625,0.9896,0.6237,0.557,0.5609,0.4528,0.2754
th,grc,0.1496,30,31,0.0,17081,1000,17.081,0.1730742274014335,0.9207858048162232,0.659403092526099,1.0,0.6596,0.6471,0.6123,0.5861,0.3183
th,no,0.0191,59,2,0.0371644872677219,20045,1000,20.045,0.1846147253241721,0.9207858048162232,0.639205161942053,1.0,0.6549,0.6071,0.471,0.4832,0.3236
th,ar,0.1721,21,40,0.0,19738,1000,19.738,4.7672168034857886e-06,0.9207858048162232,0.999989645356308,1.0,0.645,0.5984,0.4576,0.5026,0.2862
th,la,0.0007,60,1,0.0,18400,1000,18.4,0.1715984617000315,0.9207858048162232,0.6620086020017902,1.0,0.5835,0.5871,0.5096,0.5633,0.3018
th,et,0.0323,53,8,0.0340674466620784,26197,1000,26.197,0.3337469262526225,0.9207858048162232,0.4064587700903833,1.0,0.6612,0.6041,0.6185,0.5056,0.2591
th,ko,0.242,2,59,0.0289057123193392,27363,1000,27.363,0.2977608806802764,0.9207858048162232,0.4578187877752848,1.0,0.7044,0.6498,0.572,0.597,0.2718
th,ja,0.1771,16,45,0.0,57256,1000,57.256,0.0003197953309881,0.9207858048162232,0.999305506675404,1.0,0.5763,0.526,0.5096,0.4278,0.3109
th,ru,0.0885,42,19,0.0529938059187887,61889,1000,61.889,0.2241205920170711,0.9207858048162232,0.5724413790331261,1.0,0.6184,0.6128,0.6123,0.55,0.3214
th,cs,0.2396,3,58,0.0478320715760495,87913,1000,87.913,0.1727176492441835,0.9207858048162232,0.660032171471259,1.0,0.6325,0.6055,0.5829,0.5696,0.3029
yo,bxr,0.2225,30,31,0.0015128593040847,927,100,9.27,0.6023336111441838,0.2977477477477477,1.0464597180153985,1.0,0.5883,0.6162,0.6123,0.6511,0.1814
yo,kmr,0.2846,7,54,0.0075642965204236,754,100,7.54,0.3877346961448728,0.2977477477477477,0.0913402253633848,1.0,0.6359,0.5792,0.5609,0.4805,0.3121
yo,hsb,0.2608,14,47,0.0060514372163388,646,100,6.46,0.5423194196193881,0.2977477477477477,0.6747071844530453,1.0,0.5863,0.5616,0.5096,0.5366,0.2253
yo,kk,0.2522,21,40,0.0015128593040847,1078,100,10.78,0.6191198786039454,0.2977477477477477,1.1649826424605492,1.0,0.7451,0.6824,0.6373,0.4832,0.2068
yo,hy,0.2474,25,36,0.0015128593040847,564,100,5.64,0.5479001354751306,0.2977477477477477,0.7058498636715045,1.0,0.546,0.5484,0.5348,0.4829,0.2139
yo,swl,0.0763,58,3,0.0015128593040847,203,100,2.03,0.4872907625542468,0.2977477477477477,0.4052458705583134,1.0,0.6055,0.5914,0.5609,0.5861,0.2988
yo,lt,0.2083,33,28,0.0015128593040847,263,100,2.63,0.5654157163591126,0.2977477477477477,0.8081571803071095,1.0,0.6497,0.5978,0.5096,0.4209,0.1506
yo,be,0.1585,47,14,0.0015128593040847,393,100,3.93,0.5525618374558304,0.2977477477477477,0.7324026489784855,1.0,0.6212,0.5981,0.6123,0.5168,0.2862
yo,mr,0.2619,13,48,0.0015128593040847,466,100,4.66,0.5290718671000361,0.2977477477477477,0.6035939317173133,1.0,0.5607,0.5261,0.5609,0.5168,0.2974
yo,cop,0.2243,29,32,0.0015128593040847,514,100,5.14,0.4940717882085432,0.2977477477477477,0.4347604173012513,1.0,0.5554,0.5484,0.5609,0.5812,0.2616
yo,ta,0.2292,28,33,0.0015128593040847,600,100,6.0,0.5614149588826524,0.2977477477477477,0.7841791322119821,1.0,0.5935,0.5755,0.554,0.5227,0.3199
yo,ga,0.2496,24,37,0.037821482602118,1020,100,10.2,0.3499300699300699,0.2977477477477477,0.0307149514848616,1.0,0.6271,0.6135,0.6123,0.5671,0.3077
yo,hu,0.3356,1,60,0.0136157337367624,1800,100,18.0,0.4546198320061089,0.2977477477477477,0.2775839576928805,0.9896,0.6115,0.5711,0.4576,0.4982,0.2965
yo,te,0.2768,11,50,0.0015128593040847,1328,100,13.28,0.3446196660482374,0.2977477477477477,0.0247815511095069,1.0,0.5604,0.5977,0.572,0.6156,0.2661
yo,af,0.1767,41,20,0.010590015128593,1934,100,19.34,0.203484865408243,0.2977477477477477,0.1002269375472701,1.0,0.6126,0.5939,0.5829,0.5052,0.3098
yo,vi,0.2597,15,46,0.0317700453857791,3000,100,30.0,0.1568043561492321,0.2977477477477477,0.2240745153896829,1.0,0.5174,0.5261,0.6019,0.5429,0.2671
yo,ug,0.2853,6,55,0.0015128593040847,3456,100,34.56,0.4374610522567435,0.2977477477477477,0.2201803508419331,1.0,0.5008,0.5578,0.4835,0.5505,0.0436
yo,el,0.1429,51,10,0.0015128593040847,2521,100,25.21,0.2837253360022877,0.2977477477477477,0.0022179331933348,1.0,0.6727,0.617,0.5096,0.4569,0.2106
yo,sme,0.3047,2,59,0.0075642965204236,3122,100,31.22,0.4513223794042703,0.2977477477477477,0.2660369711000633,1.0,0.6095,0.592,0.5335,0.5276,0.3665
yo,gl,0.2422,27,34,0.037821482602118,3993,100,39.93,0.2302721876615389,0.2977477477477477,0.0513565718703775,1.0,0.6111,0.5982,0.5335,0.5185,0.3625
yo,sr,0.2868,5,56,0.0196671709531013,3891,100,38.91,0.3111760696308725,0.2977477477477477,0.0020339792393968,1.0,0.5183,0.5749,0.6654,0.5935,0.2297
yo,got,0.1324,53,8,0.0090771558245083,5401,100,54.01,0.1811019353439708,0.2977477477477477,0.1534763048130209,1.0,0.6137,0.6189,0.5609,0.5861,0.3328
yo,tr,0.2533,20,41,0.0151285930408472,5635,100,56.35,0.5061541783632045,0.2977477477477477,0.4899201036396276,1.0,0.6751,0.621,0.5609,0.5505,0.3622
yo,zh,0.17,43,18,0.0015128593040847,4997,100,49.97,0.9869043288468534,0.2977477477477477,5.357212154972525,1.0,0.6505,0.6419,0.6327,0.6454,0.3103
yo,ur,0.1536,48,13,0.0015128593040847,5130,100,51.3,0.1056406117958751,0.2977477477477477,0.41628429294451,1.0,0.5089,0.5276,0.554,0.5256,0.1567
yo,cu,0.1179,56,5,0.0015128593040847,6337,100,63.37,0.1959524016329366,0.2977477477477477,0.1168850256930692,1.0,0.4281,0.4755,0.6502,0.5129,0.0282
yo,sv,0.2504,23,38,0.0151285930408472,6026,100,60.26,0.2404336943809909,0.2977477477477477,0.0370531621862144,1.0,0.7093,0.6562,0.5609,0.5715,0.186
yo,da,0.1782,40,21,0.0196671709531013,5512,100,55.12,0.2897915761056075,0.2977477477477477,0.000714021546743,1.0,0.6318,0.592,0.432,0.5145,0.3235
yo,id,0.2106,32,29,0.0257186081694402,5593,100,55.93,0.2927781145801758,0.2977477477477477,0.0002785811296038,1.0,0.6685,0.6271,0.5879,0.5505,0.3201
yo,uk,0.1674,44,17,0.0045385779122541,5873,100,58.73,0.4399821508255243,0.2977477477477477,0.2281982653945778,1.0,0.6567,0.639,0.5609,0.5886,0.3097
yo,fa,0.074,59,2,0.0015128593040847,5997,100,59.97,0.15688157524207,0.2977477477477477,0.2238290538503724,1.0,0.5318,0.5444,0.5348,0.5633,0.0909
yo,he,0.1815,39,22,0.0015128593040847,6216,100,62.16,0.4067013046511386,0.2977477477477477,0.1339016274705725,1.0,0.5528,0.5681,0.5879,0.558,0.1976
yo,eu,0.2779,10,51,0.0121028744326777,8993,100,89.93,0.3519527880166261,0.2977477477477477,0.0331422792843333,0.9819,0.5708,0.5529,0.2677,0.5219,0.0916
yo,lv,0.2522,21,40,0.010590015128593,7703,100,77.03,0.37546297265061,0.2977477477477477,0.0681263695860404,0.6545,0.7341,0.7009,0.6082,0.6566,0.0337
yo,sl,0.2191,31,30,0.0317700453857791,8000,100,80.0,0.3676498731122853,0.2977477477477477,0.0551167741121513,1.0,0.688,0.5947,0.4498,0.469,0.265
yo,hr,0.256,18,43,0.0287443267776096,8889,100,88.89,0.2981575694863614,0.2977477477477477,1.8944930342298864e-06,1.0,0.6309,0.5905,0.6123,0.5552,0.2853
yo,ro,0.2597,15,46,0.021180030257186,9524,100,95.24,0.2570438554726763,0.2977477477477477,0.0186885200333816,1.0,0.6023,0.5438,0.2871,0.4756,0.1382
yo,sk,0.2805,8,53,0.0272314674735249,10604,100,106.04,0.4130087201061381,0.2977477477477477,0.1498537405521354,0.6875,0.3922,0.384,0.0,0.4073,0.0347
yo,bg,0.1931,35,26,0.0015128593040847,11138,100,111.38,0.2891950325041875,0.2977477477477477,0.0008251084892318,1.0,0.6192,0.5884,0.369,0.5074,0.0646
yo,pt,0.2786,9,52,0.0272314674735249,12078,100,120.78,0.1985895453616555,0.2977477477477477,0.1109073477965457,1.0,0.5245,0.4912,0.2677,0.4657,0.0442
yo,nl,0.1492,50,11,0.021180030257186,13583,100,135.83,0.2163749886307094,0.2977477477477477,0.0746897685743493,0.6082,0.5228,0.4999,0.319,0.4517,0.0598
yo,en,0.2872,4,57,0.0242057488653555,16622,100,166.22,0.1746279711803919,0.2977477477477477,0.1709852577153015,1.0,0.691,0.6443,0.4745,0.5056,0.2994
yo,it,0.1864,37,24,0.0287443267776096,14167,100,141.67,0.2090539911907565,0.2977477477477477,0.0887338099047133,0.8934,0.59,0.5354,0.4196,0.4824,0.0699
yo,ca,0.263,12,49,0.0423600605143721,16678,100,166.78,0.1431069684669108,0.2977477477477477,0.2697435625817371,0.9819,0.5022,0.4786,0.195,0.4701,0.0198
yo,hi,0.1756,42,19,0.0015128593040847,16647,100,166.47,0.072831563624156,0.2977477477477477,0.5706166548372079,0.6875,0.4283,0.4089,0.0,0.392,0.0623
yo,pl,0.2972,3,58,0.0151285930408472,17246,100,172.46,0.4049278834815912,0.2977477477477477,0.1295781082724733,0.7125,0.5976,0.5871,0.4359,0.5222,0.059
yo,de,0.1607,45,16,0.0181543116490166,15590,100,155.9,0.2724193133980275,0.2977477477477477,0.0072363526006744,0.8485,0.5608,0.5493,0.319,0.5211,0.0268
yo,fro,0.1228,55,6,0.037821482602118,17678,100,176.78,0.0937745835963677,0.2977477477477477,0.4692984241278036,0.6545,0.459,0.473,0.2677,0.4933,0.0211
yo,es,0.2452,26,35,0.0499243570347957,17680,100,176.8,0.1474296839146102,0.2977477477477477,0.2548739069950739,0.86,0.5537,0.5281,0.359,0.4795,0.1551
yo,fr,0.1901,36,25,0.0287443267776096,16448,100,164.48,0.2057620460579268,0.2977477477477477,0.095442911954022,0.8485,0.5625,0.5418,0.3918,0.5156,0.1102
yo,fi,0.2574,17,44,0.0166414523449319,18723,100,187.23,0.3189427368077481,0.2977477477477477,0.0050672160708272,1.0,0.5316,0.4927,0.2677,0.4287,0.0398
yo,grc,0.1343,52,9,0.0015128593040847,17081,100,170.81,0.1730742274014335,0.2977477477477477,0.1753280792906389,0.6545,0.4096,0.4067,0.0,0.429,0.0486
yo,no,0.1834,38,23,0.0317700453857791,20045,100,200.45,0.1846147253241721,0.2977477477477477,0.1443716132455467,0.8691,0.5419,0.5184,0.2677,0.4795,0.0402
yo,ar,0.0956,57,4,0.0015128593040847,19738,100,197.38,4.7672168034857886e-06,0.2977477477477477,0.9999679784067168,0.6082,0.4977,0.4534,0.0,0.3825,0.1244
yo,la,0.0257,60,1,0.0136157337367624,18400,100,184.0,0.1715984617000315,0.2977477477477477,0.1795033771735067,0.7125,0.5099,0.5093,0.195,0.4955,0.05
yo,et,0.1975,34,27,0.0151285930408472,26197,100,261.97,0.3337469262526225,0.2977477477477477,0.0146180085188226,1.0,0.5715,0.547,0.3862,0.5698,0.2652
yo,ko,0.1514,49,12,0.0015128593040847,27363,100,273.63,0.2977608806802764,0.2977477477477477,1.945478591239749e-09,1.0,0.7434,0.7125,0.6172,0.5793,0.1356
yo,ja,0.1324,53,8,0.0,57256,100,572.56,0.0003197953309881,0.2977477477477477,0.9978530578608192,0.8485,0.5866,0.5564,0.2871,0.5408,0.2366
yo,ru,0.1607,45,16,0.0045385779122541,61889,100,618.89,0.2241205920170711,0.2977477477477477,0.0611475523213114,0.6545,0.4442,0.4223,0.195,0.4436,0.032
yo,cs,0.256,18,43,0.0423600605143721,87913,100,879.13,0.1727176492441835,0.2977477477477477,0.1763324235524893,1.0,0.7006,0.6506,0.4788,0.4887,0.299
wbp,bxr,0.3509,26,35,0.0068027210884353,927,55,16.854545454545455,0.6023336111441838,0.5856573705179283,0.0008107912993087,0.6082,0.3729,0.3842,0.0,0.4286,0.0098
wbp,kmr,0.5745,1,60,0.0136054421768707,754,55,13.709090909090907,0.3877346961448728,0.5856573705179283,0.1142099324511514,1.0,0.5353,0.5034,0.195,0.4959,0.0748
wbp,hsb,0.3602,23,38,0.0068027210884353,646,55,11.745454545454546,0.5423194196193881,0.5856573705179283,0.0054758244910591,1.0,0.515,0.4875,0.195,0.495,0.0932
wbp,kk,0.472,6,55,0.0068027210884353,1078,55,19.6,0.6191198786039454,0.5856573705179283,0.0032645983120955,0.8485,0.5459,0.5295,0.359,0.5022,0.044
wbp,hy,0.3261,33,28,0.0068027210884353,564,55,10.254545454545454,0.5479001354751306,0.5856573705179283,0.0041563598448634,0.6875,0.4944,0.464,0.0,0.3638,0.054
wbp,swl,0.1522,60,1,0.0068027210884353,203,55,3.690909090909091,0.4872907625542468,0.5856573705179283,0.0282103298816808,0.9819,0.5534,0.5528,0.4208,0.5526,0.0469
wbp,lt,0.3665,21,40,0.0068027210884353,263,55,4.781818181818182,0.5654157163591126,0.5856573705179283,0.0011945512147218,1.0,0.5244,0.5337,0.3918,0.5404,0.0975
wbp,be,0.1739,54,7,0.0068027210884353,393,55,7.1454545454545455,0.5525618374558304,0.5856573705179283,0.00319338686474,0.8485,0.5126,0.4848,0.2677,0.4034,0.0384
wbp,mr,0.3975,15,46,0.0068027210884353,466,55,8.472727272727273,0.5290718671000361,0.5856573705179283,0.0093351895660948,0.7837,0.5027,0.4811,0.319,0.4906,0.0936
wbp,cop,0.2547,43,18,0.0068027210884353,514,55,9.345454545454546,0.4940717882085432,0.5856573705179283,0.0244549621822705,1.0,0.5964,0.6417,0.5273,0.6333,0.2558
wbp,ta,0.4037,13,48,0.0068027210884353,600,55,10.909090909090908,0.5614149588826524,0.5856573705179283,0.0017134223043108,1.0,0.6369,0.6045,0.3862,0.4766,0.3759
wbp,ga,0.3229999999999999,35,26,0.0068027210884353,1020,55,18.545454545454547,0.3499300699300699,0.5856573705179283,0.1620065372129145,0.8886,0.4258,0.4656,0.319,0.5421,0.1094
wbp,hu,0.3665,21,40,0.0068027210884353,1800,55,32.72727272727273,0.4546198320061089,0.5856573705179283,0.0500615424262299,0.8886,0.4368,0.4446,0.319,0.454,0.1022
wbp,te,0.5093,5,56,0.0068027210884353,1328,55,24.145454545454545,0.3446196660482374,0.5856573705179283,0.1693880384406549,0.86,0.5677,0.57,0.5049,0.5551,0.1924
wbp,af,0.3882,18,43,0.0136054421768707,1934,55,35.163636363636364,0.203484865408243,0.5856573705179283,0.4258254869044307,0.8767,0.4533,0.4638,0.195,0.4906,0.0646
wbp,vi,0.4379,7,54,0.0068027210884353,3000,55,54.54545454545455,0.1568043561492321,0.5856573705179283,0.5362035778932072,0.8934,0.5645,0.5495,0.3433,0.5404,0.1005
wbp,ug,0.5745,1,60,0.0068027210884353,3456,55,62.83636363636364,0.4374610522567435,0.5856573705179283,0.0640306045239243,0.8337,0.5026,0.4982,0.195,0.5009,0.0587
wbp,el,0.1739,54,7,0.0068027210884353,2521,55,45.83636363636364,0.2837253360022877,0.5856573705179283,0.2657854241917242,0.86,0.5792,0.5418,0.4498,0.4886,0.2465
wbp,sme,0.3975,15,46,0.0068027210884353,3122,55,56.763636363636365,0.4513223794042703,0.5856573705179283,0.0526127588344093,1.0,0.6109,0.5936,0.5587,0.5678,0.3047
wbp,gl,0.3323,30,31,0.0068027210884353,3993,55,72.6,0.2302721876615389,0.5856573705179283,0.3682234196326511,1.0,0.6828,0.6191,0.195,0.4766,0.3331
wbp,sr,0.3602,23,38,0.0204081632653061,3891,55,70.74545454545455,0.3111760696308725,0.5856573705179283,0.2196535871994778,0.8767,0.5494,0.5403,0.3918,0.4954,0.0534
wbp,got,0.2298,45,16,0.0136054421768707,5401,55,98.2,0.1811019353439708,0.5856573705179283,0.4771653002551672,0.7125,0.5588,0.5123,0.2048,0.3666,0.0501
wbp,tr,0.5373,4,57,0.0068027210884353,5635,55,102.45454545454544,0.5061541783632045,0.5856573705179283,0.0184281571203383,1.0,0.5827,0.5827,0.4477,0.6169,0.1144
wbp,zh,0.1739,54,7,0.0068027210884353,4997,55,90.85454545454546,0.9869043288468534,0.5856573705179283,0.4693926446350621,1.0,0.593,0.5214,0.2871,0.4483,0.2126
wbp,ur,0.4068,12,49,0.0068027210884353,5130,55,93.27272727272728,0.1056406117958751,0.5856573705179283,0.671777685283552,0.86,0.4949,0.4991,0.4196,0.5129,0.2142
wbp,cu,0.2329,44,17,0.0068027210884353,6337,55,115.21818181818182,0.1959524016329366,0.5856573705179283,0.4427765988570905,0.9744,0.6695,0.613,0.3862,0.5213,0.1744
wbp,sv,0.3199,36,25,0.0136054421768707,6026,55,109.56363636363636,0.2404336943809909,0.5856573705179283,0.3474672836787046,1.0,0.7624,0.7326,0.6082,0.7332,0.1272
wbp,da,0.2702,41,20,0.0068027210884353,5512,55,100.21818181818182,0.2897915761056075,0.5856573705179283,0.2552127048763027,1.0,0.743,0.6448,0.4498,0.493,0.2021
wbp,id,0.3509,26,35,0.0204081632653061,5593,55,101.69090909090907,0.2927781145801758,0.5856573705179283,0.2500863560300617,1.0,0.7303,0.6423,0.5348,0.4901,0.2926
wbp,uk,0.1739,54,7,0.0068027210884353,5873,55,106.78181818181818,0.4399821508255243,0.5856573705179283,0.0618705728220988,1.0,0.6023,0.5438,0.2871,0.4756,0.1382
wbp,fa,0.5466,3,58,0.0068027210884353,5997,55,109.03636363636365,0.15688157524207,0.5856573705179283,0.5360104980976736,1.0,0.6261,0.539,0.2871,0.4511,0.1391
wbp,he,0.3602,23,38,0.0068027210884353,6216,55,113.01818181818182,0.4067013046511386,0.5856573705179283,0.093369626379573,1.0,0.7155,0.6249,0.4909,0.3125,0.1686
wbp,eu,0.382,20,41,0.0136054421768707,8993,55,163.5090909090909,0.3519527880166261,0.5856573705179283,0.1592381890140534,1.0,0.604,0.5496,0.3862,0.4756,0.1717
wbp,lv,0.413,11,50,0.0340136054421768,7703,55,140.05454545454546,0.37546297265061,0.5856573705179283,0.1288116215492424,1.0,0.5399,0.5226,0.4208,0.4834,0.108
wbp,sl,0.4006,14,47,0.0068027210884353,8000,55,145.45454545454547,0.3676498731122853,0.5856573705179283,0.1385656656739518,1.0,0.678,0.6846,0.4745,0.5647,0.2505
wbp,hr,0.3416,28,33,0.0204081632653061,8889,55,161.61818181818182,0.2981575694863614,0.5856573705179283,0.2409838122313202,1.0,0.5952,0.552,0.4196,0.5,0.169
wbp,ro,0.3292,31,30,0.0068027210884353,9524,55,173.16363636363636,0.2570438554726763,0.5856573705179283,0.3148354412456488,0.9744,0.6216,0.5505,0.3433,0.4149,0.1526
wbp,sk,0.4224,9,52,0.0068027210884353,10604,55,192.8,0.4130087201061381,0.5856573705179283,0.0869038764572298,1.0,0.5563,0.5323,0.2871,0.4299,0.1022
wbp,bg,0.2205,48,13,0.0068027210884353,11138,55,202.5090909090909,0.2891950325041875,0.5856573705179283,0.2562428948648243,1.0,0.6385,0.5736,0.4359,0.3401,0.1169
wbp,pt,0.3292,31,30,0.0136054421768707,12078,55,219.6,0.1985895453616555,0.5856573705179283,0.4368043130911799,1.0,0.6188,0.5917,0.4208,0.5522,0.1632
wbp,nl,0.264,42,19,0.0068027210884353,13583,55,246.9636363636364,0.2163749886307094,0.5856573705179283,0.3975849625865302,1.0,0.5765,0.546,0.2677,0.4588,0.1368
wbp,en,0.3261,33,28,0.0068027210884353,16622,55,302.2181818181818,0.1746279711803919,0.5856573705179283,0.4925593259157298,1.0,0.6494,0.5703,0.359,0.4384,0.0456
wbp,it,0.1957,52,9,0.0068027210884353,14167,55,257.58181818181816,0.2090539911907565,0.5856573705179283,0.4135054128051271,1.0,0.6237,0.5782,0.3918,0.5294,0.0376
wbp,ca,0.2981,39,22,0.0136054421768707,16678,55,303.23636363636365,0.1431069684669108,0.5856573705179283,0.5710028195314886,1.0,0.6055,0.5415,0.2677,0.427,0.1208
wbp,hi,0.3882,18,43,0.0068027210884353,16647,55,302.6727272727273,0.072831563624156,0.5856573705179283,0.7667477628734267,1.0,0.5528,0.5278,0.2871,0.47,0.1317
wbp,pl,0.4255,8,53,0.0068027210884353,17246,55,313.5636363636364,0.4049278834815912,0.5856573705179283,0.0952293467844781,1.0,0.5307,0.4966,0.2677,0.4078,0.1087
wbp,de,0.2081,49,12,0.0068027210884353,15590,55,283.45454545454544,0.2724193133980275,0.5856573705179283,0.2860630841343972,1.0,0.5879,0.5445,0.2871,0.4923,0.1491
