Task lang,Aux lang,Accuracy,Rank,Accuracy level,Overlap word-level,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,Transfer lang TTR,Target lang TTR,Transfer target TTR distance,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHIC
kmr,cu,0.5022,45,15,0.0002865329512893,6337,754,8.404509283819628,0.1959524016329366,0.3877346961448728,0.2446513914009359,0.6614,0.8124,0.8019,0.7048,0.7722,0.026
kmr,sv,0.5259,35,25,0.0189111747851002,6026,754,7.992042440318302,0.2404336943809909,0.3877346961448728,0.1443251675275121,1.0,0.7745,0.6774,0.5456,0.5588,0.2818
kmr,da,0.4955,47,13,0.020916905444126,5512,754,7.310344827586207,0.2897915761056075,0.3877346961448728,0.0638085004871626,1.0,0.6549,0.6071,0.471,0.4832,0.3236
kmr,id,0.5623,16,44,0.0320916905444126,5593,754,7.417771883289125,0.2927781145801758,0.3877346961448728,0.0599764577908494,0.7125,0.5976,0.5871,0.4359,0.5222,0.059
kmr,uk,0.3583,56,4,0.0085959885386819,5873,754,7.789124668435013,0.4399821508255243,0.3877346961448728,0.018157704553847,1.0,0.6385,0.5736,0.4359,0.3401,0.1169
kmr,fa,0.5387,29,31,0.0005730659025787,5997,754,7.953580901856764,0.15688157524207,0.3877346961448728,0.3544885155385099,0.6936,0.6065,0.5716,0.4359,0.4742,0.0329
kmr,he,0.562,17,43,0.0063037249283667,6216,754,8.244031830238727,0.4067013046511386,0.3877346961448728,0.0023928199962764,1.0,0.5489,0.4565,0.2468,0.14,0.0553
kmr,eu,0.5488,24,36,0.0214899713467048,8993,754,11.927055702917771,0.3519527880166261,0.3877346961448728,0.0085164315878025,1.0,0.5309,0.5317,0.5,0.5222,0.1011
kmr,lv,0.5526,22,38,0.0174785100286532,7703,754,10.216180371352785,0.37546297265061,0.3877346961448728,0.0010017094985461,0.7532,0.461,0.4971,0.5245,0.529,0.0094
kmr,sl,0.5127,42,18,0.0277936962750716,8000,754,10.610079575596815,0.3676498731122853,0.3877346961448728,0.0026832842933778,1.0,0.5838,0.6424,0.5641,0.6455,0.3208
kmr,hr,0.506,44,16,0.0286532951289398,8889,754,11.789124668435012,0.2981575694863614,0.3877346961448728,0.0533734068181068,0.9304,0.6366,0.6287,0.5804,0.5835,0.0552
kmr,ro,0.5703,12,48,0.0275071633237822,9524,754,12.63129973474801,0.2570438554726763,0.3877346961448728,0.1136111543820805,0.9724,0.5557,0.5249,0.471,0.4062,0.0778
kmr,sk,0.5588,19,41,0.0186246418338108,10604,754,14.06366047745358,0.4130087201061381,0.3877346961448728,0.004248928816242,0.5765,0.5391,0.543,0.4359,0.4832,0.0153
kmr,bg,0.5374,30,30,0.0071633237822349,11138,754,14.771883289124668,0.2891950325041875,0.3877346961448728,0.0645881463230698,0.9014,0.6199,0.6156,0.5245,0.5944,0.0769
kmr,pt,0.5516,23,37,0.0335243553008596,12078,754,16.018567639257295,0.1985895453616555,0.3877346961448728,0.2379693873622007,0.6614,0.5797,0.6011,0.5,0.5673,0.041
kmr,nl,0.4238,52,8,0.0263610315186246,13583,754,18.014588859416445,0.2163749886307094,0.3877346961448728,0.1953206198766125,0.9087,0.7026,0.6397,0.5456,0.5152,0.1489
kmr,en,0.5326,33,27,0.0300859598853868,16622,754,22.04509283819629,0.1746279711803919,0.3877346961448728,0.3020820912979834,0.9014,0.6743,0.6374,0.5641,0.6005,0.1032
kmr,it,0.4243,51,9,0.0312320916905444,14167,754,18.78912466843501,0.2090539911907565,0.3877346961448728,0.2123664874984197,1.0,0.5844,0.5756,0.5,0.529,0.0193
kmr,ca,0.5081,43,17,0.0306590257879656,16678,754,22.119363395225463,0.1431069684669108,0.3877346961448728,0.3980540361700592,0.359,0.5199,0.5424,0.4359,0.4918,0.018
kmr,hi,0.5585,20,40,0.0054441260744985,16647,754,22.078249336870027,0.072831563624156,0.3877346961448728,0.6596060511355274,0.9147,0.4979,0.5127,0.5,0.5152,0.0266
kmr,pl,0.5359,31,29,0.0200573065902578,17246,754,22.87267904509284,0.4049278834815912,0.3877346961448728,0.0019662713896006,0.6162,0.5656,0.5752,0.4359,0.5237,0.1647
kmr,de,0.4094,54,6,0.0352435530085959,15590,754,20.676392572944295,0.2724193133980275,0.3877346961448728,0.0884514912122862,0.0,0.4286,0.4433,0.471,0.4062,0.0155
kmr,fro,0.4898,48,12,0.0174785100286532,17678,754,23.445623342175065,0.0937745835963677,0.3877346961448728,0.5747877178023425,1.0,0.7061,0.6436,0.5,0.5641,0.2655
kmr,es,0.5427,28,32,0.0312320916905444,17680,754,23.448275862068964,0.1474296839146102,0.3877346961448728,0.3841106317574298,1.0,0.793,0.6432,0.631,0.2871,0.1567
kmr,fr,0.5434,27,33,0.0318051575931232,16448,754,21.814323607427056,0.2057620460579268,0.3877346961448728,0.2202636892705176,0.9014,0.6618,0.633,0.4359,0.5533,0.2402
kmr,fi,0.5784,8,52,0.0177650429799426,18723,754,24.8315649867374,0.3189427368077481,0.3877346961448728,0.0314779200468858,0.6614,0.5471,0.543,0.471,0.5159,0.0323
kmr,grc,0.5175,40,20,0.0008595988538681,17081,754,22.653846153846157,0.1730742274014335,0.3877346961448728,0.3065030610845278,1.0,0.6127,0.6011,0.5,0.5416,0.3151
kmr,no,0.3724,55,5,0.0300859598853868,20045,754,26.584880636604776,0.1846147253241721,0.3877346961448728,0.274432739181611,0.6162,0.5237,0.5289,0.4359,0.4196,0.053
kmr,ar,0.2104,59,1,0.0002865329512893,19738,754,26.177718832891248,4.7672168034857886e-06,0.3877346961448728,0.9999754100546364,1.0,0.6851,0.6348,0.471,0.5641,0.0539
kmr,la,0.5016,46,14,0.0120343839541547,18400,754,24.40318302387268,0.1715984617000315,0.3877346961448728,0.310731893288858,1.0,0.6352,0.62,0.471,0.6115,0.0972
kmr,et,0.5177,39,21,0.0272206303724928,26197,754,34.744031830238725,0.3337469262526225,0.3877346961448728,0.0193874837049832,0.9014,0.5519,0.5664,0.5456,0.5692,0.0311
kmr,ko,0.3375,57,3,0.0083094555873925,27363,754,36.290450928381965,0.2977608806802764,0.3877346961448728,0.0538471776323323,0.5765,0.4724,0.5102,0.4359,0.5634,0.0248
kmr,ja,0.2785,58,2,0.0,57256,754,75.93633952254642,0.0003197953309881,0.3877346961448728,0.9983511227962176,0.9724,0.4803,0.5399,0.5245,0.5964,0.0864
kmr,ru,0.4176,53,7,0.0126074498567335,61889,754,82.08090185676393,0.2241205920170711,0.3877346961448728,0.1780623689258562,1.0,0.6254,0.6404,0.5641,0.5933,0.0971
kmr,cs,0.5317,34,26,0.0363896848137535,87913,754,116.59549071618036,0.1727176492441835,0.3877346961448728,0.3075221874426254,0.9014,0.5883,0.5733,0.5,0.4918,0.0599
hsb,bxr,0.5847,20,32,0.0044590926715781,927,646,1.434984520123839,0.6023336111441838,0.5423194196193881,0.012246094531887,0.86,0.6089,0.5856,0.5245,0.4832,0.0936
hsb,kmr,0.5671,29,23,0.0052345870492438,754,646,1.1671826625386996,0.3877346961448728,0.5423194196193881,0.0812498998976658,1.0,0.5851,0.6156,0.5456,0.5848,0.2932
hsb,kk,0.6094,13,39,0.0065917022101589,1078,646,1.6687306501547987,0.6191198786039454,0.5423194196193881,0.0200547530617466,1.0,0.5502,0.5576,0.5,0.4918,0.3847
hsb,hy,0.6052,15,37,0.0027142303218301,564,646,0.8730650154798761,0.5479001354751306,0.5423194196193881,0.0001058935503488,0.9273,0.5713,0.5701,0.5245,0.5152,0.0842
hsb,swl,0.5855,19,33,0.0001938735944164,203,646,0.3142414860681115,0.4872907625542468,0.5423194196193881,0.0102959758763083,0.9273,0.5481,0.5644,0.5245,0.5476,0.0734
hsb,lt,0.6071,14,38,0.0036835982939123,263,646,0.4071207430340557,0.5654157163591126,0.5423194196193881,0.0018137373194661,0.9087,0.5613,0.6038,0.7008,0.631,0.194
hsb,be,0.6127,11,41,0.0040713454827452,393,646,0.608359133126935,0.5525618374558304,0.5423194196193881,0.0003566930647057,0.9196,0.6063,0.5856,0.471,0.5159,0.0169
hsb,mr,0.5689,27,25,0.0005816207832493,466,646,0.7213622291021672,0.5290718671000361,0.5423194196193881,0.0005967068007798,0.9304,0.5184,0.5232,0.471,0.4991,0.065
hsb,cop,0.5913,17,35,0.0009693679720822,514,646,0.7956656346749226,0.4940717882085432,0.5423194196193881,0.0079148316740058,0.8919,0.5634,0.5756,0.471,0.5479,0.0245
hsb,ta,0.5408,45,7,0.0056223342380767,600,646,0.9287925696594428,0.5614149588826524,0.5423194196193881,0.0012398054545309,0.9087,0.5804,0.581,0.5456,0.5879,0.2634
hsb,ga,0.5528,39,13,0.0108569212873206,1020,646,1.5789473684210529,0.3499300699300699,0.5423194196193881,0.1258495714597578,1.0,0.744,0.7063,0.6875,0.5793,0.343
hsb,hu,0.5744,24,28,0.0151221403644823,1800,646,2.7863777089783284,0.4546198320061089,0.5423194196193881,0.0261507886131802,1.0,0.5745,0.5968,0.471,0.5237,0.3433
hsb,te,0.5299,46,6,0.0009693679720822,1328,646,2.0557275541795668,0.3446196660482374,0.5423194196193881,0.1328929504765627,0.9196,0.649,0.6257,0.5641,0.5789,0.0569
hsb,af,0.5660000000000001,30,22,0.0122140364482357,1934,646,2.993808049535604,0.203484865408243,0.5423194196193881,0.390359788415683,0.0,0.4389,0.4673,0.3918,0.4646,0.0108
hsb,vi,0.5554,35,17,0.0137650252035672,3000,646,4.643962848297214,0.1568043561492321,0.5423194196193881,0.5053268703356246,1.0,0.5515,0.5637,0.471,0.5309,0.0826
hsb,ug,0.5878,18,34,0.004846839860411,3456,646,5.34984520123839,0.4374610522567435,0.5423194196193881,0.037384869650732,1.0,0.6635,0.5955,0.4359,0.5078,0.2514
hsb,el,0.5688,28,24,0.0089181853431562,2521,646,3.902476780185759,0.2837253360022877,0.5423194196193881,0.2273666990068301,0.9087,0.6359,0.6461,0.5804,0.641,0.2238
hsb,sme,0.5846,21,31,0.0056223342380767,3122,646,4.8328173374613,0.4513223794042703,0.5423194196193881,0.0281542667450101,0.9744,0.645,0.6501,0.409,0.6202,0.0911
hsb,gl,0.4372,51,1,0.0215199689802248,3993,646,6.181114551083591,0.2302721876615389,0.5423194196193881,0.3310780256922312,0.8831,0.7377,0.7058,0.5426,0.6221,0.0516
hsb,sr,0.6916,3,49,0.0393563396665374,3891,646,6.023219814241486,0.3111760696308725,0.5423194196193881,0.1816571491543157,1.0,0.6836,0.5923,0.4685,0.4882,0.279
hsb,got,0.5704,26,26,0.0025203567274137,5401,646,8.360681114551083,0.1811019353439708,0.5423194196193881,0.4436364434687616,1.0,0.645,0.5984,0.4576,0.5026,0.2862
hsb,tr,0.5569,33,19,0.0058162078324932,5635,646,8.722910216718267,0.5061541783632045,0.5423194196193881,0.0044470541830231,0.8485,0.5608,0.5493,0.319,0.5211,0.0268
hsb,zh,0.555,37,15,0.0007754943776657,4997,646,7.735294117647059,0.9869043288468534,0.5423194196193881,0.6720461879914784,1.0,0.6188,0.5917,0.4208,0.5522,0.1632
hsb,ur,0.5482,41,11,0.0106630476929042,5130,646,7.9411764705882355,0.1056406117958751,0.5423194196193881,0.6483565754293344,0.8934,0.5181,0.5311,0.319,0.573,0.0459
hsb,cu,0.5574,32,20,0.0001938735944164,6337,646,9.809597523219814,0.1959524016329366,0.5423194196193881,0.4079084940988894,1.0,0.6286,0.6107,0.4755,0.5814,0.0612
hsb,sv,0.6229,9,43,0.0226832105467235,6026,646,9.328173374613003,0.2404336943809909,0.5423194196193881,0.3098666544895247,1.0,0.5415,0.5052,0.1789,0.4418,0.0286
hsb,da,0.6331,8,44,0.0275300504071345,5512,646,8.532507739938081,0.2897915761056075,0.5423194196193881,0.2168244372281685,0.7323,0.5019,0.5261,0.3578,0.5634,0.0801
hsb,id,0.6012,16,36,0.0348972469949592,5593,646,8.657894736842104,0.2927781145801758,0.5423194196193881,0.2117261847719692,1.0,0.6519,0.6223,0.4918,0.5395,0.3099
hsb,uk,0.5226,47,5,0.0147343931756494,5873,646,9.091331269349846,0.4399821508255243,0.5423194196193881,0.0356087994898969,0.9248,0.44,0.4598,0.3743,0.4845,0.0676
hsb,fa,0.5808,22,30,0.0019387359441644,5997,646,9.28328173374613,0.15688157524207,0.5423194196193881,0.5051244555495469,0.9744,0.4939,0.5069,0.2566,0.5026,0.0172
hsb,he,0.5447,43,9,0.0106630476929042,6216,646,9.622291021671826,0.4067013046511386,0.5423194196193881,0.0625352794501104,0.8934,0.4815,0.5316,0.319,0.5797,0.0838
hsb,eu,0.6117,12,40,0.0172547499030632,8993,646,13.921052631578949,0.3519527880166261,0.5423194196193881,0.1232172008598353,0.9014,0.6199,0.6156,0.5245,0.5944,0.0769
hsb,lv,0.6348,7,45,0.0199689802248933,7703,646,11.924148606811146,0.37546297265061,0.5423194196193881,0.0946619988751643,0.8831,0.5349,0.5494,0.3141,0.5444,0.0366
hsb,sl,0.6861,4,48,0.0529274912756882,8000,646,12.38390092879257,0.3676498731122853,0.5423194196193881,0.1037347042582795,0.9014,0.6019,0.5827,0.4685,0.551,0.1787
hsb,hr,0.7112,1,51,0.056804963164017,8889,646,13.760061919504643,0.2981575694863614,0.5423194196193881,0.2026960576984522,0.8934,0.6487,0.6086,0.4225,0.5964,0.1352
hsb,ro,0.5726,25,27,0.0333462582396277,9524,646,14.743034055727554,0.2570438554726763,0.5423194196193881,0.276706163852438,1.0,0.5349,0.5265,0.3141,0.4904,0.0592
hsb,sk,0.6577,5,47,0.0474990306320279,10604,646,16.41486068111455,0.4130087201061381,0.5423194196193881,0.0568536838092917,0.8831,0.5011,0.5281,0.319,0.5107,0.0623
hsb,bg,0.6461,6,46,0.0147343931756494,11138,646,17.241486068111456,0.2891950325041875,0.5423194196193881,0.2178500509128109,0.9078,0.4852,0.5208,0.409,0.551,0.0639
hsb,pt,0.5496,40,12,0.0343156262117099,12078,646,18.69659442724458,0.1985895453616555,0.5423194196193881,0.4017207326900563,0.8691,0.5127,0.5443,0.319,0.578,0.1338
hsb,nl,0.5779,23,29,0.0317952694842962,13583,646,21.026315789473685,0.2163749886307094,0.5423194196193881,0.3612241835294689,0.9014,0.5798,0.5642,0.3695,0.5248,0.0717
hsb,en,0.5659,31,21,0.0335401318340442,16622,646,25.730650154798763,0.1746279711803919,0.5423194196193881,0.4596812044315603,1.0,0.7095,0.639,0.409,0.5792,0.2841
hsb,it,0.4908,49,3,0.0335401318340442,14167,646,21.930340557275542,0.2090539911907565,0.5423194196193881,0.3776332410334299,1.0,0.8511,0.7351,0.5741,0.5944,0.1537
hsb,ca,0.5415,44,8,0.029081039162466,16678,646,25.81733746130031,0.1431069684669108,0.5423194196193881,0.5418734144709143,0.8934,0.5911,0.585,0.4208,0.5352,0.2557
hsb,hi,0.5454,42,10,0.0083365645599069,16647,646,25.76934984520124,0.072831563624156,0.5423194196193881,0.7494426658442369,0.8831,0.4969,0.509,0.3695,0.5227,0.0563
hsb,pl,0.6938,2,50,0.0540907328421868,17246,646,26.69659442724458,0.4049278834815912,0.5423194196193881,0.0641814679980291,1.0,0.6308,0.5786,0.4878,0.4466,0.3118
hsb,de,0.4776,50,2,0.0455602946878635,15590,646,24.13312693498452,0.2724193133980275,0.5423194196193881,0.2476827715207426,0.8691,0.5052,0.5224,0.319,0.4902,0.0365
hsb,fro,0.5148,48,4,0.0098875533152384,17678,646,27.36532507739938,0.0937745835963677,0.5423194196193881,0.6840713628120724,1.0,0.6445,0.5683,0.2566,0.4765,0.1005
hsb,es,0.5543,38,14,0.0302442807289647,17680,646,27.36842105263158,0.1474296839146102,0.5423194196193881,0.5302020205319531,1.0,0.6485,0.5805,0.2566,0.5278,0.1176
hsb,fr,0.5552,36,16,0.0411012020162853,16448,646,25.46130030959752,0.2057620460579268,0.5423194196193881,0.3851304946702205,0.6667,0.4087,0.4361,0.3021,0.426,0.0527
hsb,fi,0.6212,10,42,0.0197751066304769,18723,646,28.98297213622291,0.3189427368077481,0.5423194196193881,0.1696544916986431,0.8934,0.512,0.5335,0.319,0.5343,0.0778
hsb,grc,0.5566,34,18,0.0001938735944164,17081,646,26.44117647058824,0.1730742274014335,0.5423194196193881,0.4635743374329371,0.9744,0.4171,0.4714,0.2513,0.4852,0.022
hsb,no,,52,53,0.0354788677782086,20045,646,31.029411764705884,0.1846147253241721,0.5423194196193881,0.4350497935920817,1.0,0.6026,0.6353,0.4225,0.6393,0.1223
hsb,ar,,53,54,0.0001938735944164,19738,646,30.554179566563462,4.7672168034857886e-06,0.5423194196193881,0.9999824192323634,0.3729,0.3228,0.4089,0.3141,0.4697,0.0301
hsb,la,,54,55,0.0067855758045754,18400,646,28.48297213622291,0.1715984617000315,0.5423194196193881,0.4672872861741742,0.8485,0.548,0.5683,0.4413,0.5797,0.1185
hsb,et,,55,56,0.0352849941837921,26197,646,40.55263157894737,0.3337469262526225,0.5423194196193881,0.1479121172064504,1.0,0.6216,0.6253,0.4685,0.5902,0.2593
hsb,ko,,56,57,0.0124079100426521,27363,646,42.357585139318886,0.2977608806802764,0.5423194196193881,0.2033552317320802,1.0,0.6082,0.5973,0.409,0.5303,0.3878
hsb,ja,,57,58,0.0,57256,646,88.63157894736842,0.0003197953309881,0.5423194196193881,0.9988209861906304,0.9214,0.464,0.5051,0.3578,0.551,0.1053
hsb,ru,,58,52,0.0252035672741372,61889,646,95.80340557275542,0.2241205920170711,0.5423194196193881,0.3442602169233581,0.9214,0.4265,0.4681,0.3578,0.493,0.1005
hsb,cs,,59,59,0.0969367972082202,87913,646,136.08823529411765,0.1727176492441835,0.5423194196193881,0.4644701123888908,0.9014,0.6362,0.5954,0.5132,0.5187,0.2134
kk,bxr,0.5251,10,50,0.0107466063348416,927,1078,0.859925788497217,0.6023336111441838,0.6191198786039454,0.0007351209167504,0.9131,0.4557,0.5047,0.3695,0.5422,0.0774
kk,kmr,0.5314,6,54,0.0024509803921568,754,1078,0.699443413729128,0.3877346961448728,0.6191198786039454,0.1396759361963562,0.9248,0.4698,0.541,0.4576,0.6215,0.1022
kk,hsb,0.5299,8,52,0.0064102564102564,646,1078,0.5992578849721707,0.5423194196193881,0.6191198786039454,0.0153878567279059,0.8831,0.4943,0.5103,0.3695,0.5707,0.0823
kk,hy,0.5035,18,42,0.0050904977375565,564,1078,0.5231910946196661,0.5479001354751306,0.6191198786039454,0.0132327866017763,0.9014,0.608,0.566,0.4685,0.4906,0.2612
kk,swl,0.5052,17,43,0.0001885369532428,203,1078,0.1883116883116883,0.4872907625542468,0.6191198786039454,0.0453391300775884,1.0,0.6665,0.6309,0.5574,0.5749,0.3042
kk,lt,0.4813,26,34,0.0020739064856711,263,1078,0.2439703153988868,0.5654157163591126,0.6191198786039454,0.0075243050684767,1.0,0.6134,0.5886,0.2566,0.5303,0.3465
kk,be,0.4862,24,36,0.0088612368024132,393,1078,0.3645640074211503,0.5525618374558304,0.6191198786039454,0.0115571717342382,0.7323,0.3392,0.3986,0.238,0.46,0.0477
kk,mr,0.5155,13,47,0.0001885369532428,466,1078,0.4322820037105751,0.5290718671000361,0.6191198786039454,0.0211543047636146,0.9014,0.5945,0.5782,0.3743,0.566,0.0667
kk,cop,0.5008,19,41,0.0001885369532428,514,1078,0.4768089053803339,0.4940717882085432,0.6191198786039454,0.0407947833501961,1.0,0.496,0.5423,0.4576,0.6144,0.1394
kk,ta,0.5305,7,53,0.0064102564102564,600,1078,0.5565862708719852,0.5614149588826524,0.6191198786039454,0.0086871272941195,1.0,0.66,0.5783,0.319,0.4868,0.2176
kk,ga,0.4869,22,38,0.0050904977375565,1020,1078,0.9461966604823748,0.3499300699300699,0.6191198786039454,0.1890461035945447,0.9014,0.5839,0.5732,0.4477,0.5473,0.2326
kk,hu,0.5334,5,55,0.0109351432880844,1800,1078,1.6697588126159555,0.4546198320061089,0.6191198786039454,0.0705963997505619,0.9766,0.5742,0.5667,0.3729,0.5285,0.0724
kk,te,0.5187,12,48,0.0001885369532428,1328,1078,1.2319109461966604,0.3446196660482374,0.6191198786039454,0.1965784349640684,0.4097,0.7028,0.6759,0.5641,0.6655,0.0151
kk,af,0.4664,32,28,0.0094268476621417,1934,1078,1.7940630797773656,0.203484865408243,0.6191198786039454,0.4506867124586561,1.0,0.6263,0.5871,0.3548,0.5332,0.2768
kk,vi,0.5236,11,49,0.0099924585218702,3000,1078,2.782931354359926,0.1568043561492321,0.6191198786039454,0.5576060197688648,1.0,0.5835,0.5871,0.5096,0.5633,0.3018
kk,ug,0.5741,1,59,0.005656108597285,3456,1078,3.2059369202226344,0.4374610522567435,0.6191198786039454,0.0860921415350715,0.6545,0.459,0.473,0.2677,0.4933,0.0211
kk,el,0.479,28,32,0.0103695324283559,2521,1078,2.3385899814471243,0.2837253360022877,0.6191198786039454,0.2934691717434664,1.0,0.5765,0.546,0.2677,0.4588,0.1368
kk,sme,0.4974,20,40,0.0043363499245852,3122,1078,2.896103896103896,0.4513223794042703,0.6191198786039454,0.0734550182403034,0.4788,0.4737,0.4743,0.2677,0.4653,0.0137
kk,gl,0.4295,49,11,0.0120663650075414,3993,1078,3.704081632653061,0.2302721876615389,0.6191198786039454,0.3944659777492778,1.0,0.6349,0.6219,0.4467,0.5516,0.0473
kk,sr,0.4652,34,26,0.0088612368024132,3891,1078,3.609461966604824,0.3111760696308725,0.6191198786039454,0.2473964466483305,1.0,0.5162,0.5202,0.2617,0.5146,0.0612
kk,got,0.4951,21,39,0.0001885369532428,5401,1078,5.010204081632653,0.1811019353439708,0.6191198786039454,0.5005348331231535,0.7048,0.5013,0.5278,0.409,0.5007,0.044
kk,tr,0.573,2,58,0.0001885369532428,5635,1078,5.227272727272728,0.5061541783632045,0.6191198786039454,0.0332922924121274,1.0,0.6317,0.6201,0.3881,0.5088,0.3122
kk,zh,0.4868,23,37,0.0001885369532428,4997,1078,4.6354359925788495,0.9869043288468534,0.6191198786039454,0.3528882760037286,0.9176,0.5398,0.5471,0.3333,0.5239,0.0519
kk,ur,0.2933,58,2,0.0137631975867269,5130,1078,4.758812615955473,0.1056406117958751,0.6191198786039454,0.6878540961334707,0.9766,0.5291,0.5081,0.1864,0.453,0.0382
kk,cu,0.4621,36,24,0.0018853695324283,6337,1078,5.87847866419295,0.1959524016329366,0.6191198786039454,0.4671701302273166,0.631,0.4477,0.4371,0.2677,0.3697,0.048
kk,sv,0.4588,38,22,0.0109351432880844,6026,1078,5.589981447124305,0.2404336943809909,0.6191198786039454,0.3741187070069339,0.6614,0.5797,0.6011,0.5,0.5673,0.041
kk,da,0.447,42,18,0.0109351432880844,5512,1078,5.11317254174397,0.2897915761056075,0.6191198786039454,0.2829492937357974,0.8831,0.5349,0.5494,0.3141,0.5444,0.0366
kk,id,0.5455,4,56,0.0197963800904977,5593,1078,5.188311688311688,0.2927781145801758,0.6191198786039454,0.2778406693262152,0.8919,0.5662,0.5243,0.3548,0.4629,0.1592
kk,uk,0.4579,39,21,0.0226244343891402,5873,1078,5.4480519480519485,0.4399821508255243,0.6191198786039454,0.0837191143693443,0.8831,0.6241,0.5804,0.2952,0.48,0.113
kk,fa,0.5119,14,46,0.0007541478129713,5997,1078,5.563079777365492,0.15688157524207,0.6191198786039454,0.5574197650012442,1.0,0.5112,0.5277,0.2617,0.5007,0.0229
kk,he,0.4441,45,15,0.0094268476621417,6216,1078,5.766233766233766,0.4067013046511386,0.6191198786039454,0.1177159958123673,0.5903,0.4192,0.4751,0.2677,0.5281,0.0281
kk,eu,0.5065,16,44,0.0090497737556561,8993,1078,8.34230055658627,0.3519527880166261,0.6191198786039454,0.1862157562750612,0.8989,0.5015,0.5073,0.2617,0.4856,0.0301
kk,lv,0.407,53,7,0.0082956259426847,7703,1078,7.145640074211503,0.37546297265061,0.6191198786039454,0.1548844982375508,0.5319,0.4765,0.4773,0.2677,0.4949,0.1425
kk,sl,0.4094,52,8,0.0130090497737556,8000,1078,7.421150278293135,0.3676498731122853,0.6191198786039454,0.1649768038271722,0.6614,0.5456,0.5344,0.1864,0.4249,0.0359
kk,hr,0.46,37,23,0.0122549019607843,8889,1078,8.245825602968461,0.2981575694863614,0.6191198786039454,0.2687562512209508,1.0,0.61,0.5653,0.2617,0.5003,0.2719
kk,ro,0.4548,40,20,0.0180995475113122,9524,1078,8.834879406307978,0.2570438554726763,0.6191198786039454,0.3420188450631906,1.0,0.8096,0.7425,0.5533,0.5673,0.1483
kk,sk,0.4702,30,30,0.0137631975867269,10604,1078,9.83673469387755,0.4130087201061381,0.6191198786039454,0.1108290247728366,0.8831,0.5358,0.55,0.2677,0.5464,0.2444
kk,bg,0.4683,31,29,0.0311085972850678,11138,1078,10.332096474953618,0.2891950325041875,0.6191198786039454,0.2839752879399665,0.5903,0.4494,0.4603,0.1864,0.4504,0.0239
kk,pt,0.3908,55,5,0.0196078431372549,12078,1078,11.20408163265306,0.1985895453616555,0.6191198786039454,0.4613655445601022,1.0,0.6165,0.6048,0.3729,0.5145,0.3104
kk,nl,0.4344,48,12,0.0154600301659125,13583,1078,12.600185528756958,0.2163749886307094,0.6191198786039454,0.4231658190710585,0.5319,0.3874,0.4397,0.2677,0.4645,0.0205
kk,en,0.4712,29,31,0.0133861236802413,16622,1078,15.419294990723564,0.1746279711803919,0.6191198786039454,0.5154401205707689,1.0,0.5801,0.5701,0.3277,0.5389,0.0707
kk,it,0.3414,56,4,0.0188536953242835,14167,1078,13.141929499072356,0.2090539911907565,0.6191198786039454,0.4386900541838648,1.0,0.583,0.5833,0.3277,0.5806,0.0992
kk,ca,0.4639999999999999,35,25,0.018288084464555,16678,1078,15.471243042671617,0.1431069684669108,0.6191198786039454,0.5911367589238344,0.8831,0.5485,0.5695,0.3548,0.5805,0.0232
kk,hi,0.4844,25,35,0.0107466063348416,16647,1078,15.442486085343228,0.072831563624156,0.6191198786039454,0.7785640120843368,0.631,0.4999,0.5125,0.2677,0.5078,0.0436
kk,pl,0.4798,27,33,0.0105580693815987,17246,1078,15.998144712430427,0.4049278834815912,0.6191198786039454,0.1196897542613314,0.9766,0.5125,0.5762,0.409,0.6385,0.0497
kk,de,0.4391,47,13,0.0218702865761689,15590,1078,14.461966604823749,0.2724193133980275,0.6191198786039454,0.3135881206203054,1.0,0.5224,0.5592,0.4646,0.6118,0.1022
kk,fro,0.4482,41,19,0.0009426847662141,17678,1078,16.398886827458256,0.0937745835963677,0.6191198786039454,0.7200127668323428,0.8831,0.5,0.4933,0.2617,0.4094,0.0289
kk,es,0.445,43,17,0.0175339366515837,17680,1078,16.40074211502783,0.1474296839146102,0.6191198786039454,0.5804491770547718,0.8337,0.544,0.5418,0.409,0.5204,0.0983
kk,fr,0.4294,50,10,0.0214932126696832,16448,1078,15.257884972170686,0.2057620460579268,0.6191198786039454,0.4457617971071289,1.0,0.5573,0.5915,0.439,0.552,0.2726
kk,fi,0.4405,46,14,0.0135746606334841,18723,1078,17.368274582560296,0.3189427368077481,0.6191198786039454,0.2350746180389387,1.0,0.5617,0.5359,0.2617,0.3821,0.3846
kk,grc,0.4447,44,16,0.0001885369532428,17081,1078,15.84508348794063,0.1730742274014335,0.6191198786039454,0.5190499123074469,0.9139,0.438,0.4685,0.1789,0.4856,0.0913
kk,no,0.4069,54,6,0.0167797888386123,20045,1078,18.59461966604824,0.1846147253241721,0.6191198786039454,0.4925387072821179,0.9139,0.4466,0.4653,0.1789,0.4584,0.0832
kk,ar,0.2962,57,3,0.0001885369532428,19738,1078,18.30983302411874,4.7672168034857886e-06,0.6191198786039454,0.9999846000795176,0.8919,0.5604,0.5854,0.409,0.5772,0.1994
kk,la,0.4282,51,9,0.0003770739064856,18400,1078,17.068645640074212,0.1715984617000315,0.6191198786039454,0.5224902024442473,0.9047,0.451,0.4762,0.1864,0.498,0.0443
